hito1;hito2;hito3;hito4;seq1;seq2;c1;c2;p1;p2;p3;p4;nrc;exitosos;fallidos;envios;e0;e1;e2;e3;e4;e5;e6;e7;e8;e9;e10;e11;e12;e13;e14;e15;e16;e17;e18;e19;e20;e21;e22;e23;e24;e25;e26;e27;e28;e29;e30;e31;e32;e33;e34;e35;e36;e37;e38;e39;e40;e41;e42;e43;e44;e45;e46;e47;e48;e49;e50;e51;e52;programa;sol1
16.0;0;0;0;abacabadadacbhbbad;;:1:2:1:3:3:2:23:17:3;;:25:17:4:26:29:23:0:22:3;;;;10460;9;7;16;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
14.0;0;0;0;abacabadadbhbbadad;;:1:2:1:3:3:23:17:3:3;;:25:17:4:26:29:0:22:10:3;;;;10458;9;7;16;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
19.0;0;0;0;abacabadadacbbadadbd;;:1:2:1:3:3:2:17:3:3:19;;:25:17:4:26:29:23:22:10:32:13;;;;10463;10;6;16;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1
0;0;0;0;;;;;;;;;10458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
0;0;0;0;;;;;;;;;10462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
26.0;0;0;0;abacabadadacbhbbadadadbdbd;;:1:2:1:3:3:2:23:17:3:3:3:19:19;;:25:17:4:26:29:23:0:22:10:3:32:13:35;;;;10458;13;3;16;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
24.0;0;0;0;abacabadadbbadadadabadbdad;;:1:2:1:3:3:17:3:3:3:1:3:19:3;;:25:17:4:26:29:22:10:3:42:7:32:13:18;;;;10457;13;3;16;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
15.0;0.0;0;0;acabadacbhbbadad;;:2:1:3:2:23:17:3:3;;:17:4:26:23:0:22:3:32;;;;10454;8;23;31;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
12.0;0;0;0;abacabadadacbb;;:1:2:1:3:3:2:17;;:25:17:4:26:29:23:22;;;;10452;7;9;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
10.0;0;0;0;abacabacbhbb;;:1:2:1:2:23:17;;:25:17:4:23:0:22;;;;10462;6;10;16;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
20.0;0.0;0;0;abacabadadacbhbbadadad;;:1:2:1:3:3:2:23:17:3:3:3;;:25:17:4:26:29:23:0:22:10:3:42;;;;10465;11;20;31;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB12510;1
0;0;0;0;;;;;;;;;10452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
0;0;0;0;;;;;;;;;10475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB21500;1
5.0;0;0;0;abacabbb;;:1:2:1:17;;:25:17:4:22;;;;10452;4;12;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12210;1
12.0;0;0;0;abacabadadacbb;;:1:2:1:3:3:2:17;;:25:17:4:26:29:23:22;;;;10452;7;9;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
12.0;0;0;0;abacabadadbbadad;;:1:2:1:3:3:17:3:3;;:25:17:4:26:29:22:10:3;;;;10458;8;8;16;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
5.0;0;0;0;acad;;:2:3;;:23:32;;;;10463;2;14;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1
14.0;0;0;0;abacabadadacbhbb;;:1:2:1:3:3:2:23:17;;:25:17:4:26:29:23:0:22;;;;10458;8;8;16;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
12.0;0;0;0;abacabadadacbh;;:1:2:1:3:3:2:23;;:25:17:4:26:29:23:0;;;;10454;7;9;16;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
15.0;0;0;0;acabadacbhbbadad;;:2:1:3:2:23:17:3:3;;:17:4:29:23:0:22:32:18;;;;10452;8;8;16;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
12.0;0;0;0;abacabadadacbb;;:1:2:1:3:3:2:17;;:25:17:4:26:29:23:22;;;;10452;7;9;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
4.0;0;0;0;abacbb;;:1:2:17;;:25:17:22;;;;10450;3;13;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1
3.0;0;0;0;abacab;;:1:2:1;;:25:17:4;;;;10462;3;13;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
27.0;0;0;0;abacabadadacbhbbadabadbdadbd;;:1:2:1:3:3:2:23:17:3:1:3:19:3:19;;:25:17:4:26:29:23:0:22:10:7:32:13:18:35;;;;10475;14;2;16;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB21500;1
10.0;0;0;0;acabacadbd;;:2:1:2:3:19;;:17:4:23:3:35;;;;10460;5;11;16;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
18.0;0;0;0;abacabadadacbhadadbd;;:1:2:1:3:3:2:23:3:3:19;;:25:17:4:26:29:23:0:10:3:35;;;;10460;10;6;16;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
0;0;0;0;;;;;;;;;10454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
19.0;0;0;0;abacabadacbbadadbdad;;:1:2:1:3:2:17:3:3:19:3;;:25:17:4:26:23:22:10:32:13:18;;;;10458;10;6;16;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
15.0;0.0;0;0;abacabadadacbhbbad;;:1:2:1:3:3:2:23:17:3;;:25:17:4:26:29:23:0:22:10;;;;10450;9;22;31;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1
32.0;0.0;0;0;abacabadadacbhbbadadadabadbdadbd;;:1:2:1:3:3:2:23:17:3:3:3:1:3:19:3:19;;:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35;;;;10466;16;15;31;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB12210;1
7.0;0;0;0;abacabadad;;:1:2:1:3:3;;:25:17:4:26:29;;;;10450;5;11;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1
12.0;0.0;0;0;abacadacbhadad;;:1:2:3:2:23:3:3;;:25:17:26:23:0:10:3;;;;10458;7;24;31;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
25.0;0;0;0;abacabadacbhbbadabadbdadbd;;:1:2:1:3:2:23:17:3:1:3:19:3:19;;:25:17:4:26:23:0:22:10:7:32:13:18:35;;;;10463;13;3;16;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1
13.0;0;0;0;abacabadacbbad;;:1:2:1:3:2:17:3;;:25:17:4:26:23:22:42;;;;10458;7;9;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
2.0;0;0;0;acab;;:2:1;;:17:4;;;;10452;2;14;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
12.0;0;0;0;acadadbbadabbd;;:2:3:3:17:3:1:19;;:17:26:29:22:10:7:35;;;;10462;7;9;16;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
13.0;0.0;0;0;abacabadadacbhad;;:1:2:1:3:3:2:23:3;;:25:17:4:26:29:23:0:10;;;;10458;8;23;31;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1
15.0;0.0;0;0;acabadacbhbbadad;;:2:1:3:2:23:17:3:3;;:17:4:29:23:0:22:32:18;;;;10452;8;23;31;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
15.0;0;0;0;abacabadadacbhbbad;;:1:2:1:3:3:2:23:17:3;;:25:17:4:26:29:23:0:22:10;;;;10452;9;7;16;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
0;0;0;0;;;;;;;;;10469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1
0;0;0;0;;;;;;;;;10466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1
12.0;0;0;0;abacabadadacbb;;:1:2:1:3:3:2:17;;:25:17:4:26:29:23:22;;;;10454;7;9;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
15.0;0.0;0;0;acabadacbhbbadad;;:2:1:3:2:23:17:3:3;;:17:4:29:23:0:22:32:18;;;;10452;8;23;31;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
0;0;0;0;;;;;;;;;10452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
7.0;0;0;0;abacabadad;;:1:2:1:3:3;;:25:17:4:26:29;;;;10462;5;11;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
0;0;0;0;;;;;;;;;10453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1
13.0;0;0;0;acabadacbhbbad;;:2:1:3:2:23:17:3;;:17:4:29:23:0:22:18;;;;10458;7;9;16;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
10.0;0;0;0;abacabadadbbab;;:1:2:1:3:3:17:1;;:25:17:4:26:29:22:7;;;;10462;7;9;16;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
5.0;0;0;0;abacabad;;:1:2:1:3;;:25:17:4:26;;;;10465;4;12;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12510;1
10.0;0;0;0;abacabadacbb;;:1:2:1:3:2:17;;:25:17:4:26:23:22;;;;10454;6;10;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
0.0;0;0;0;;;;;;;;;10464;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1
13.0;0.0;0;0;abacabadacbhadad;;:1:2:1:3:2:23:3:3;;:25:17:4:26:23:0:10:3;;;;10452;8;23;31;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
12.0;0;0;0;abacabadadacbb;;:1:2:1:3:3:2:17;;:25:17:4:26:29:23:22;;;;10466;7;9;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1
10.0;0;0;0;abacabadacbb;;:1:2:1:3:2:17;;:25:17:4:26:23:22;;;;10454;6;10;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
12.0;0;0;0;abacabadadbbadad;;:1:2:1:3:3:17:3:3;;:25:17:4:26:29:22:10:3;;;;10458;8;8;16;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
20.0;0;0;0;abacabadadacbhbbadbd;;:1:2:1:3:3:2:23:17:3:19;;:25:17:4:26:29:23:0:22:32:13;;;;10463;10;6;16;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1
7.0;0.0;0;0;abacabbbad;;:1:2:1:17:3;;:25:17:4:22:3;;;;10456;5;26;31;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
9.0;0.0;0;0;abacabadadbb;;:1:2:1:3:3:17;;:25:17:4:26:29:22;;;;10452;6;25;31;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12210;1
10.0;0;0;0;abacabadadac;;:1:2:1:3:3:2;;:25:17:4:26:29:23;;;;10454;6;10;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
3.0;0;0;0;abacab;;:1:2:1;;:25:17:4;;;;10450;3;13;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1
12.0;0;0;0;abacabadadacbh;;:1:2:1:3:3:2:23;;:25:17:4:26:29:23:0;;;;10452;7;9;16;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
6.0;0.0;0;0;abacadad;;:1:2:3:3;;:25:17:26:32;;;;10465;4;27;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12510;1
0;0;0;0;;;;;;;;;1633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22115;1
0;0;0;0;;;;;;;;;1633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22115;1
12.0;0.0;0;0;abacabadadacbh;;:1:2:1:3:3:2:23;;:25:17:4:26:29:23:0;;;;1632;7;24;31;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB16507;1
0;0;0;0;;;;;;;;;10472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22510;1
0;0;0;0;;;;;;;;;10456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
0;0;0;0;;;;;;;;;10459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
7.0;0;0;0;abacabbbad;;:1:2:1:17:3;;:25:17:4:22:32;;;;10454;5;11;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
32.0;0.0;0;0;abacabadadacbhbbadadadabadbdadbd;;:1:2:1:3:3:2:23:17:3:3:3:1:3:19:3:19;;:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35;;;;10468;16;15;31;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB12210;1
0;0;0;0;;;;;;;;;10474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22100;1
29.0;0.0;0;0;abacabadadbhbbadadadabadbdadbd;;:1:2:1:3:3:23:17:3:3:3:1:3:19:3:19;;:25:17:4:26:29:0:22:10:3:42:7:32:13:18:35;;;;10454;15;16;31;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
16.0;0;0;0;abacabadadacadbd;;:1:2:1:3:3:2:3:19;;:25:17:4:26:29:23:32:13;;;;10463;8;8;16;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1
0;0;0;0;;;;;;;;;10450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1
0;0;0;0;;;;;;;;;10458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1
0;0;0;0;;;;;;;;;10450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1
0;0;0;0;;;;;;;;;10460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
0;0;0;0;;;;;;;;;10462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1
0;0;0;0;;;;;;;;;10476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22510;1.1
0;0;0;0;;;;;;;;;10472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB21500;1.1
