rut,t1,r1,p1,s1,l1,t2,r2,p2,s2,l2,t3,r3,p3,s3,l3,t4,r4,p4,s4,l4,t5,r5,p5,s5,l5,t6,r6,p6,s6,l6,op1,op2,op3,op4,op5,op6,sv1,sv2,sv3,sv4,sv5,sv6,lt,tt,pt,game_score,score,score_a,score_p,score_d,score_s,programa,sol1,estado
416,2.390.539.834,1,1,[0 ] [2 2 2 2 2 1 ],7,7.381.254.103,2,3,[2 3 3 3 3 3 ] [1 1 1 1 ],10,824.797.073,1,6,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,54.465.238,1,2,[2 2 2 2 0 0 ] [3 3 3 3 ],10,47.062.351,1,3,[1 2 2 2 ] [3 3 3 3 ],8,42.271.292,1,4,[2 2 0 0 2 2 ] [1 1 1 1 ],10,1,1,1,1,1,1,1,1,1,1,1,1,61,3.239.965.277,19,1.027.143.056,8,4,4,3,3,INGENIERIA CIVIL INFORMATICA,5.8,A
463,4.692.750.747,3,57,[3 3 3 1 0 0 3 3 ] [2 1 3 1 2 2 3 3 0 ],17,620.907.184,7,124,[2 3 3 3 3 3 3 3 0 0 2 2 ] [1 1 1 1 3 3 0 0 2 2 ],22,262.061.457,2,32,[3 3 3 3 3 3 3 3 0 0 0 0 0 0 ] [3 0 0 2 0 0 3 3 3 3 3 ],25,115.860.821,1,14,[2 2 0 0 2 2 ] [3 3 3 3 ],10,168.909.438,3,48,[1 2 2 3 3 1 0 1 0 ] [3 3 3 3 3 0 0 3 3 1 1 ],20,9.010.292,1,8,[2 2 2 3 3 3 0 0 ] [3 3 3 1 1 3 3 1 1 ],17,0,0,0,1,0,0,1,0,0,1,0,0,111,1.727.116.895,283,4.795.269.523,5,4,2,1,2,INGENIERIA EN COMPUTACION E INFORMATICA,5.5,A
18,171.194.972,1,6,[3 3 3 0 ] [2 2 1 ],7,1.189.880.163,1,7,[2 2 3 3 3 3 3 3 ] [1 1 1 0 1 0 1 1 ],16,3.914.834.743,2,25,[3 3 3 3 3 3 3 3 0 0 0 3 0 0 0 ] [3 0 0 2 0 0 0 3 3 3 0 3 3 ],28,1.223.484.917,1,12,[1 2 2 1 1 1 2 2 2 0 0 0 1 ] [1 1 1 3 3 0 3 ],20,684.554.033,1,9,[2 1 2 2 1 1 ] [1 1 3 3 3 3 3 ],13,508.121.643,1,5,[2 2 0 0 2 2 0 ] [1 1 1 ],10,1,0,0,0,0,1,1,1,0,0,1,1,94,9.232.825.219,64,2.406.920.637,10,7,4,4,3,INGENIERIA CIVIL INDUSTRIAL,6.6,A
19,1.230.358.386,1,6,[2 3 3 3 ] [2 2 2 1 1 ],9,1.337.649.217,3,10,[2 3 3 3 3 ] [1 1 1 1 2 ],10,463.622.319,9,34,[3 0 0 0 0 0 2 2 3 ] [3 0 0 2 2 2 2 0 ],17,565.305.247,1,4,[2 2 2 2 ] [3 3 1 1 3 3 3 ],11,393.418.743,1,3,[1 1 1 2 2 2 ] [1 1 1 3 3 3 3 ],13,850.450.717,9,3,[0 0 0 0 2 2 2 ] [1 1 3 ],10,0,1,0,0,0,1,1,1,0,1,1,1,70,90.134.055,60,1.978.822.432,7,5,3,2,3,INGENIERIA INDUSTRIAL,5.7,A
43,101.146.281,4,34,[2 3 0 3 0 ] [2 2 2 2 ],9,585.069.273,1,7,[2 3 3 2 3 3 3 ] [1 1 1 1 2 ],12,101.303.444,1,8,[0 3 0 0 0 0 2 3 1 3 3 ] [3 0 0 2 2 ],16,829.530.137,2,3,[2 2 2 2 ] [1 1 3 3 3 3 ],10,79.786.909,1,1,[1 2 2 1 1 ] [1 1 3 3 3 3 3 ],12,121.230.121,3,5,[2 2 0 0 2 2 0 ] [1 1 1 ],10,0,0,1,1,0,1,1,1,1,1,1,1,69,544.926.696,58,1.606.747.054,7,5,3,2,2,INGENIERIA CIVIL INDUSTRIAL,6.6,A
111,409.417.923,1,4,[3 3 3 ] [1 2 2 1 ],7,309.286.177,1,7,[2 3 3 3 3 3 ] [1 1 1 1 ],10,4.118.201.567,10,98,[3 2 3 0 1 1 0 0 0 0 3 2 0 2 3 1 3 3 3 ] [3 0 2 0 0 2 ],25,25.395.047,1,4,[2 2 2 2 0 0 2 2 2 2 ] [],10,35.459.413,1,6,[2 1 2 2 1 1 ] [1 1 3 3 3 3 3 ],13,453.405.843,2,9,[2 2 0 0 0 0 2 2 0 0 0 ] [],11,1,1,0,1,0,0,1,1,0,1,1,1,76,589.885.611,128,2.190.578.408,7,4,5,1,1,INGENIERIA EN COMPUTACION E INFORMATICA,5,A
189,4.975.804.667,1,2,[0 3 3 3 0 ] [2 2 ],7,4.848.978.003,1,2,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.184.655.066,1,5,[0 3 0 0 0 0 2 3 1 3 3 ] [3 0 0 0 2 2 ],17,1.345.341.133,2,7,[2 2 0 0 2 2 1 ] [1 1 3 3 3 3 0 ],14,7.595.284,2,5,[1 2 2 1 1 ] [1 1 3 3 3 3 3 ],12,1.018.491.133,2,7,[2 2 0 0 0 0 1 ] [0 1 1 3 3 1 ],13,1,1,0,0,0,0,1,1,0,1,1,1,73,5.290.493.999,28,1.471.343.851,5,4,1,2,2,INGENIERIA CIVIL INDUSTRIAL,6.6,A
211,34.394.373,1,1,[3 3 3 0 ] [2 2 1 ],7,94.667.751,2,8,[2 2 3 3 3 3 3 3 ] [1 1 1 1 ],12,807.701.363,1,7,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,51.291.549,2,6,[2 2 2 2 0 0 ] [3 3 3 3 ],10,7.058.867,3,5,[1 2 2 2 2 2 ] [3 3 ],8,786.871.084,2,7,[2 2 3 3 0 0 2 ] [1 1 1 1 3 3 3 ],14,1,0,1,1,1,0,1,1,1,1,1,1,67,4.103.995.877,34,1.298.023.891,7,5,3,3,3,INGENIERIA EN COMPUTACION E INFORMATICA,6.5,A
228,815.250.296,1,9,[3 3 0 0 3 0 ] [2 2 ],8,93.928.366,1,14,[2 3 3 3 3 3 0 1 ] [1 1 1 1 1 1 0 0 ],16,1.134.843.697,1,6,[0 3 0 0 0 0 2 2 3 1 ] [3 0 0 2 2 2 2 ],17,49.248.216,1,3,[2 2 0 0 2 2 ] [3 3 3 3 ],10,76.506.479,2,8,[1 2 2 2 ] [3 3 3 3 ],8,53.499.526,1,6,[2 2 0 1 0 0 ] [1 1 1 1 1 3 3 ],13,0,0,0,1,1,0,1,1,0,1,1,1,72,4.681.919.863,46,1.506.983.555,8,5,5,0,1,INGENIERIA CIVIL INDUSTRIAL,6.6,A
286,213.968.048,5,38,[3 3 3 3 0 0 2 ] [2 2 ],9,47.113.258,1,7,[2 3 3 3 3 3 3 2 ] [1 1 1 1 ],12,3.329.913.266,9,66,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,3.803.046,1,6,[2 2 0 0 0 2 2 ] [3 3 3 3 ],11,3.518.078,1,4,[1 2 2 ] [3 3 3 3 3 ],8,74.211.299,2,13,[2 2 3 3 0 0 2 ] [0 0 0 0 1 1 1 1 3 3 3 ],18,0,0,1,0,1,0,1,1,1,1,1,0,74,7.414.951.716,134,2.341.755.078,5,3,2,1,2,INGENIERIA CIVIL INDUSTRIAL,5.8,A
291,3.784.588.834,1,2,[3 0 3 ] [2 1 2 2 ],7,19.868.003,1,3,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.862.367.483,6,32,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,1.174.519.773,2,7,[2 2 2 2 0 0 ] [3 3 3 3 3 2 ],12,70.190.308,3,5,[1 2 2 2 2 2 2 ] [3 ],8,35.588.479,1,4,[2 2 0 0 ] [1 1 1 1 3 3 ],10,1,1,1,0,1,1,1,1,1,1,1,1,63,467.181.404,53,1.405.493.119,8,4,5,2,1,INGENIERIA CIVIL INFORMATICA,6.7,A
314,3.595.873.333,1,4,[3 3 3 0 3 3 0 ] [],7,652.584.883,2,4,[2 3 3 3 3 3 ] [1 1 1 1 ],10,193.577.941,4,9,[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,69.954.822,2,3,[2 2 2 2 2 2 2 ] [1 3 1 ],10,58.932.393,1,3,[1 2 2 1 1 ] [1 1 3 3 3 3 3 ],12,501.258.224,1,3,[0 0 2 2 0 0 ] [1 1 3 3 ],10,1,1,1,1,0,1,1,1,1,1,1,1,65,4.738.082,26,1.278.316.892,5,2,2,2,3,INGENIERIA CIVIL INFORMATICA,6.6,A
338,21.820.166,1,1,[3 3 3 0 ] [2 2 1 ],7,66.886.457,2,9,[2 3 3 3 3 3 ] [1 1 1 1 ],10,117.612.879,2,24,[3 0 0 0 0 0 2 3 1 3 3 3 3 1 1 ] [3 ],16,21.788.132,1,2,[2 2 2 2 2 2 2 ] [3 1 1 ],10,19.908.946,1,13,[1 1 1 2 2 2 2 2 2 2 2 ] [1 1 ],13,5.394.884,2,9,[2 2 0 0 2 2 0 ] [1 1 1 ],10,1,1,1,1,0,1,1,1,1,1,1,1,66,30.196.542,58,1.324.523.131,10,7,4,3,3,INGENIERIA CIVIL INFORMATICA,5.1,R
231,1.132.569.587,1,23,[3 0 0 ] [2 2 2 2 ],7,853.808.526,1,10,[2 3 3 3 3 3 ] [1 1 1 1 ],10,662.894.884,1,18,[3 0 0 0 0 2 0 2 3 ] [3 0 0 2 2 2 2 0 ],17,444.146.976,1,10,[2 2 0 0 2 2 ] [2 3 3 3 3 ],11,386.856.667,1,5,[1 2 2 2 3 2 ] [3 3 3 3 ],10,460.133.083,1,7,[2 2 0 0 2 2 ] [1 1 1 1 ],10,1,1,0,0,0,1,1,1,0,1,1,1,65,3.940.409.723,73,1.489.338.476,6,3,3,2,2,INGENIERIA EN COMPUTACION E INFORMATICA,4.8,R
261,4.050.395,1,4,[0 0 3 3 3 ] [1 2 2 2 3 0 ],11,501.631.223,1,8,[2 3 3 3 3 3 0 0 ] [1 1 ],10,785.790.834,1,12,[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,5.063.228,1,5,[2 2 0 0 2 2 ] [3 3 3 3 ],10,503.128.143,1,5,[1 2 2 2 2 2 ] [3 3 ],8,419.472.594,1,10,[2 2 0 0 2 2 0 ] [1 1 1 ],10,0,1,1,1,1,1,1,1,1,1,1,1,65,3.121.385.094,44,123.262.176,6,3,3,2,2,INGENIERIA EN COMPUTACION E INFORMATICA,4.8,R
28,5.662.793.733,1,1,[0 3 3 3 ] [2 2 1 ],7,146.886.654,2,3,[2 3 3 3 3 3 ] [1 1 1 1 ],10,454.584.083,5,16,[3 0 0 0 0 0 2 3 1 ] [3 0 0 2 2 2 2 ],16,53.520.558,1,2,[2 2 0 0 2 2 ] [3 3 3 3 ],10,110.713.293,4,3,[2 1 2 2 ] [1 0 3 3 3 3 3 ],11,69.671.415,1,3,[2 2 0 0 2 ] [1 1 3 2 1 1 3 ],12,1,1,1,1,0,0,1,1,1,1,1,1,66,8.920.039.403,28,1.710.002.645,4,3,1,1,2,INGENIERIA EN COMPUTACION E INFORMATICA,6.3,R
302,5.051.410.333,1,5,[0 0 3 3 3 ] [1 2 2 0 ],9,68.029.764,1,9,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.469.923.893,1,9,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,69.696.176,1,8,[2 0 0 0 2 0 0 2 2 2 2 ] [3 3 ],13,60.296.493,1,8,[1 2 2 1 1 2 2 2 ] [1 1 3 3 ],12,511.639.674,1,5,[2 2 0 0 2 2 ] [1 1 1 1 ],10,0,1,1,0,0,1,1,1,1,1,1,1,70,446.692.893,44,1.442.117.253,9,5,5,3,3,INGENIERIA CIVIL INDUSTRIAL,5.6,R
325,147.201.346,3,54,[3 3 3 0 3 3 0 ] [],7,350.119.566,1,11,[2 2 ] [1 1 1 1 2 2 2 2 2 2 ],12,516.804.077,1,19,[3 0 0 0 0 0 2 ] [3 3 0 0 2 2 2 2 2 0 2 ],18,75.753.433,2,26,[2 2 2 2 0 0 2 2 2 1 1 3 ] [1 1 3 3 ],16,46.554.019,1,15,[1 1 2 0 2 2 1 1 1 2 2 2 2 2 0 0 0 0 2 0 1 1 1 ] [2 ],24,710.787.383,1,21,[2 2 0 0 0 0 3 ] [1 1 1 1 3 3 3 3 3 0 0 2 2 2 2 3 3 1 1 0 3 3 3 ],30,1,0,0,0,0,0,1,1,0,0,0,0,107,4.272.799.006,146,2.637.936.836,9,6,4,3,3,INGENIERIA CIVIL INDUSTRIAL,6.3,A
345,7.140.009.097,3,5,[3 3 3 ] [2 2 1 1 ],7,231.750.618,4,19,[2 3 3 3 3 3 ] [1 1 1 1 ],10,78.166.768,1,13,[0 3 0 0 0 0 2 3 1 ] [3 0 0 2 2 2 2 2 ],17,141.816.896,2,10,[2 2 0 0 2 2 1 ] [1 1 3 3 3 3 0 ],14,54.133.588,1,2,[1 2 2 1 1 ] [1 1 3 3 3 3 3 ],12,194.936.329,4,31,[2 2 0 0 2 2 ] [1 1 1 1 ],10,1,1,0,0,0,1,1,1,0,1,1,1,70,77.220.429,80,1.976.771.931,10,7,4,4,3,INGENIERIA CIVIL INFORMATICA,6.4,A
393,3.269.736,1,3,[0 0 3 3 3 3 ] [1 2 0 ],9,3.614.301.333,1,5,[2 3 3 3 3 3 ] [1 1 1 1 ],10,6.448.756,1,9,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,5.752.648,1,4,[2 2 2 2 0 1 ] [1 1 3 3 3 3 ],12,471.075.867,2,5,[1 2 2 2 ] [3 3 3 3 ],8,385.258.333,1,7,[2 2 3 3 0 0 2 ] [1 1 1 1 3 3 3 ],14,0,1,1,0,1,0,1,1,1,1,1,1,69,2.764.878.333,33,1.194.559.702,8,6,2,4,3,INGENIERIA CIVIL INFORMATICA,7,A
402,12.158.549,1,2,[0 3 3 3 0 0 3 3 3 3 ] [],10,650.657.264,1,5,[2 3 3 3 3 3 0 ] [1 1 1 ],10,1.063.151.486,1,8,[0 3 0 0 0 0 2 3 1 3 3 3 3 1 1 ] [3 ],16,570.990.684,1,6,[2 2 0 0 0 2 2 2 2 2 2 ] [],11,639.824.306,1,7,[1 2 2 2 3 2 2 2 2 2 ] [],10,1.141.034.297,1,9,[2 2 3 0 0 3 0 0 0 0 0 1 2 2 2 2 ] [1 1 ],18,0,1,1,0,0,0,1,1,1,1,1,0,75,5.281.512.937,37,1.557.491.577,10,6,4,3,4,INGENIERIA CIVIL INDUSTRIAL,7,A
421,93.806.156,1,1,[0 0 3 3 3 1 ] [1 2 2 ],9,1.012.727.103,2,4,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.017.045.157,1,5,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,654.277.953,1,5,[2 2 0 0 2 2 1 ] [3 3 3 3 1 ],12,809.968.864,2,6,[1 2 2 ] [3 3 3 3 3 ],8,517.762.316,1,1,[0 0 0 0 2 ] [3 3 1 1 3 ],10,0,1,1,0,1,1,1,1,1,1,1,1,65,4.949.842.953,22,1.274.239.315,8,5,3,2,3,INGENIERIA CIVIL INDUSTRIAL,5.2,A
424,3.682.171.934,1,2,[3 3 3 0 3 ] [1 2 ],7,1.225.104.336,3,7,[2 3 3 3 3 ] [1 1 1 1 2 ],10,1.443.336.257,4,46,[3 3 3 3 ] [3 0 0 2 0 0 0 3 3 3 3 3 1 1 1 1 1 1 1 2 2 2 2 ],27,52.349.317,1,14,[2 2 2 2 0 0 2 2 2 1 1 1 3 ] [1 1 3 3 ],17,346.385.063,1,16,[1 2 2 ] [1 1 3 3 3 3 3 0 0 ],12,25.225.128,1,13,[2 2 0 0 0 0 2 2 ] [1 1 ],10,1,1,0,0,0,1,1,1,0,0,1,1,83,41.587.873,98,1.950.405.826,8,5,4,1,1,INGENIERIA CIVIL INFORMATICA,6.8,A
425,6.314.463.203,1,9,[2 3 3 3 0 ] [2 2 1 2 ],9,532.149.123,1,2,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.342.701.437,1,2,[3 3 3 3 3 3 3 3 0 0 0 0 0 0 2 ] [3 0 0 2 0 0 3 3 3 ],24,137.323.649,2,16,[2 2 2 2 0 0 2 2 ] [3 3 ],10,885.514.306,1,3,[1 2 2 2 ] [3 3 3 3 ],8,67.093.418,1,1,[0 0 0 0 ] [3 3 1 1 3 3 ],10,0,1,0,1,1,1,1,1,0,1,1,1,71,5.435.981.856,33,1.484.149.821,8,5,4,2,3,INGENIERIA INDUSTRIAL,6.4,A
457,43.772.534,2,3,[3 3 3 3 0 0 3 ] [],7,5.704.173.867,2,13,[2 3 3 3 3 3 0 0 ] [1 1 ],10,1.666.512.907,4,53,[3 3 3 3 3 3 3 3 0 ] [3 0 0 2 0 0 3 3 3 3 1 1 1 1 1 ],24,536.850.436,1,15,[1 2 2 1 1 2 2 2 0 0 ] [1 1 3 3 3 ],15,233.657.494,1,5,[1 2 2 2 2 2 ] [3 3 ],8,224.966.723,1,5,[2 2 0 0 2 ] [1 1 1 1 3 ],10,1,1,0,0,1,1,1,1,0,0,1,1,74,3.670.130.287,94,1.735.341.506,8,5,5,2,0,INGENIERIA EN COMPUTACION E INFORMATICA,5.4,A
1,9.717.089.997,2,5,[2 2 2 2 3 3 3 3 0 0 ] [2 2 ],12,9.327.364,2,9,[2 3 3 3 3 3 3 2 2 3 0 0 0 0 ] [],14,10.899.154,1,18,[3 3 3 3 3 3 3 3 0 0 0 0 0 0 2 2 2 2 1 1 3 1 1 2 ] [1 ],25,382.730.334,1,3,[2 2 2 2 2 2 2 0 0 2 ] [],10,625.489.466,1,7,[1 1 1 1 2 2 2 2 2 2 2 0 0 0 1 ] [],15,4.740.264,2,4,[0 0 0 0 2 2 2 2 0 0 ] [],10,0,0,0,1,0,1,1,1,0,1,0,1,86,4.476.607,46,1.710.251.114,8,4,4,2,3,INGENIERIA CIVIL INDUSTRIAL,7,A
98,3.799.497.733,1,1,[3 3 3 3 ] [2 1 1 ],7,2.139.888.183,6,10,[2 3 3 3 3 3 ] [1 1 1 1 ],10,3.367.564.437,4,23,[3 0 0 0 0 0 2 3 1 ] [3 0 0 0 2 2 2 2 ],17,65.658.202,2,6,[2 2 2 2 2 2 2 0 0 0 2 ] [],11,89.138.442,3,7,[1 2 2 2 2 2 2 2 2 3 ] [],10,107.686.045,4,12,[2 2 0 0 0 0 2 2 ] [0 1 1 ],11,1,1,0,0,0,0,1,1,0,1,1,1,66,8.512.229.283,59,1.860.602.657,6,4,2,2,2,INGENIERIA CIVIL INFORMATICA,7,A
167,4.517.495.633,1,7,[0 3 3 3 ] [2 2 1 ],7,6.360.878.767,1,10,[2 3 3 3 3 3 ] [1 1 1 1 ],10,166.119.367,1,37,[0 3 0 0 0 0 2 2 3 1 1 1 1 1 3 3 3 3 3 3 3 0 0 0 0 2 0 ] [3 0 0 2 0 0 3 3 3 3 3 0 1 1 2 ],42,96.468.768,1,12,[1 2 2 0 0 2 2 1 ] [1 1 3 1 3 3 3 1 0 ],17,526.431.146,1,7,[1 2 2 1 1 ] [1 1 3 3 3 3 3 ],12,3.049.158.497,4,55,[2 2 0 0 2 2 2 2 2 2 ] [2 2 2 2 1 1 1 1 ],18,1,1,0,0,0,0,1,1,0,0,1,0,106,7.289.308.433,128,2.802.759.067,4,2,2,1,2,INGENIERIA CIVIL INDUSTRIAL,6.3,A
220,2.372.727.434,1,3,[3 3 3 0 ] [2 2 1 ],7,3.110.118.533,1,3,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.715.611.253,3,15,[3 3 3 3 3 3 3 3 0 0 0 ] [3 0 0 2 0 0 3 3 3 3 1 1 1 ],24,59.677.018,1,6,[2 2 0 0 2 2 2 2 2 1 1 ] [1 1 3 3 2 ],16,54.758.124,2,4,[1 2 2 1 1 ] [1 1 3 3 3 3 3 ],12,37.450.286,1,5,[2 2 0 0 2 2 0 0 ] [1 1 3 2 ],12,1,1,0,0,0,0,1,1,0,0,1,1,81,378.275.013,36,150.236.033,8,5,3,3,3,INGENIERIA CIVIL INDUSTRIAL,4.8,A
243,83.936.001,7,36,[3 3 3 0 0 3 3 ] [],7,83.519.478,1,16,[2 3 3 3 3 3 0 0 ] [1 1 1 1 1 0 0 0 ],16,236.743.228,4,53,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,564.210.337,1,10,[2 2 0 0 2 2 1 ] [3 3 3 3 1 ],12,474.384.054,2,12,[1 2 2 2 2 2 ] [3 3 ],8,44.931.081,1,10,[2 2 3 3 0 0 2 ] [1 1 1 1 3 3 3 ],14,1,0,1,0,1,0,1,1,1,1,1,1,73,5.529.892.271,137,2.162.322.693,9,5,5,2,3,INGENIERIA CIVIL INFORMATICA,6.2,A
259,133.076.896,2,19,[0 0 3 3 3 1 1 3 2 ] [1 2 2 1 ],13,58.526.033,2,16,[2 2 3 3 3 3 ] [1 1 1 1 2 2 ],12,558.754.763,1,20,[3 3 3 3 3 3 3 3 0 0 0 0 0 0 2 2 2 2 1 1 3 3 1 1 2 ] [],25,143.014.911,4,33,[2 2 0 0 2 2 2 2 2 2 ] [1 1 3 3 2 2 0 0 ],18,30.980.668,1,12,[1 2 2 1 1 2 2 2 2 2 0 0 ] [],12,61.827.972,2,24,[2 2 0 0 0 0 1 1 2 2 2 2 2 2 0 0 ] [1 1 2 2 2 2 ],22,0,0,0,0,0,0,1,1,0,0,1,0,102,4.833.019.563,124,2.477.517.835,8,4,5,1,2,INGENIERIA CIVIL INFORMATICA,7,A
311,5.286.433.434,1,5,[3 0 3 ] [1 2 2 2 ],7,6.528.463.303,1,8,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.713.785.653,1,14,[0 3 0 0 0 0 2 3 1 3 3 ] [3 0 2 0 2 2 ],17,81.452.081,1,7,[2 2 2 2 ] [1 1 3 3 3 3 ],10,575.758.577,1,9,[1 1 1 2 2 2 ] [1 1 3 3 3 3 ],12,644.191.543,1,6,[2 2 0 0 2 2 0 ] [1 1 1 ],10,1,1,0,1,0,1,1,1,0,1,1,1,66,4.929.746.257,49,1.453.672.645,7,5,3,2,3,INGENIERIA CIVIL INDUSTRIAL,5.8,A
332,1.943.069.767,3,28,[0 0 0 0 0 1 1 1 3 ] [2 2 2 2 3 0 0 2 ],17,60.346.999,1,4,[2 3 3 3 3 3 ] [1 1 1 1 ],10,2.039.565.163,2,15,[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 2 1 0 0 ],19,156.075.746,2,7,[2 2 2 2 0 0 1 ] [1 1 3 3 3 3 0 ],14,124.093.864,1,6,[1 2 2 1 1 0 1 ] [1 1 3 3 3 3 3 ],14,1.058.447.444,3,8,[2 2 0 2 0 2 ] [1 1 1 1 3 ],11,0,1,0,0,0,0,1,1,0,1,1,1,85,8.446.248.464,68,221.213.022,5,3,2,1,2,INGENIERIA CIVIL INDUSTRIAL,6.6,A
335,2.712.722,1,6,[3 3 3 0 3 0 3 ] [],7,739.358.323,1,22,[2 3 3 3 3 3 ] [1 1 1 1 ],10,686.773.844,1,15,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,56.541.173,1,3,[2 2 0 0 2 2 ] [3 3 3 3 ],10,479.605.686,2,5,[1 2 2 ] [3 3 3 3 3 ],8,360.414.234,1,5,[2 2 0 0 ] [1 1 1 1 3 3 ],10,1,1,1,1,1,1,1,1,1,1,1,1,61,3.102.836.017,56,1.240.623.826,8,4,5,1,2,INGENIERIA CIVIL INDUSTRIAL,7,A
351,53.997.281,2,10,[3 3 3 0 0 3 3 ] [],7,258.813.056,1,6,[2 3 3 3 3 3 0 0 0 ] [1 ],10,75.948.188,1,9,[3 0 0 0 0 0 0 2 3 1 3 3 3 3 1 1 2 ] [],17,363.304.277,1,5,[2 2 2 2 2 2 2 0 0 2 ] [],10,368.648.077,1,2,[1 1 1 2 2 2 2 2 2 2 ] [1 1 ],12,1.082.609.373,2,9,[2 2 0 0 2 2 0 0 0 ] [1 ],10,1,1,0,1,0,1,1,1,0,1,1,1,66,3.372.829.473,41,1.254.434.476,7,4,3,2,3,INGENIERIA CIVIL INDUSTRIAL,6.6,A
398,84.821.674,1,3,[3 3 3 3 3 3 3 3 0 3 0 ] [],11,9.345.752,1,27,[2 3 2 3 3 3 3 3 0 0 ] [1 1 ],12,84.523.489,1,20,[3 3 3 3 3 3 3 3 2 0 1 3 3 3 0 0 0 0 0 0 2 2 2 2 1 1 3 1 1 2 2 ] [],31,19.521.906,1,4,[2 2 2 2 2 2 2 0 0 2 ] [],10,49.896.604,2,7,[1 2 2 2 2 2 2 2 2 2 2 2 2 2 3 ] [],15,75.769.037,3,11,[0 0 0 0 2 2 2 2 2 3 0 0 ] [],12,0,0,0,1,0,0,1,1,0,1,0,1,91,40.799.023,72,191.095.635,9,6,4,3,2,INGENIERIA INDUSTRIAL,6.6,A
399,14.183.652,3,23,[3 3 3 ] [2 2 1 1 ],7,598.130.067,2,6,[2 3 3 3 3 3 ] [1 1 1 1 ],10,776.458,1,8,[3 0 0 0 0 0 2 3 1 1 ] [3 0 0 0 2 2 2 2 1 ],19,3.263.126,1,2,[2 2 0 0 2 2 ] [3 3 3 3 ],10,464.303.933,1,4,[1 2 2 2 3 2 ] [3 3 3 3 ],10,6.806.166,1,7,[2 2 0 1 0 0 0 0 2 2 2 2 3 3 ] [1 1 ],16,1,1,0,1,0,0,1,1,0,1,1,0,72,42.641.864,50,1.491.187.834,5,4,3,0,1,INGENIERIA CIVIL INDUSTRIAL,6.6,A
14,45.5,1,5,[3 3 3 0 3 ] [2 1 ],7,9.278.158,2,5,[2 3 3 3 3 3 ] [1 1 1 1 ],10,2.122.371.533,2,10,[0 3 0 0 0 0 2 3 1 3 ] [3 0 0 2 2 2 ],16,12.416.398,2,8,[3 2 2 2 2 0 0 2 ] [2 2 0 3 3 3 ],14,9.932.442,3,5,[2 1 2 2 2 2 2 ] [3 3 ],9,1.597.654.334,2,3,[2 2 0 0 2 2 ] [1 1 1 1 ],10,1,1,1,0,0,1,1,1,1,1,1,1,66,7.337.725.667,36,1.606.351.543,4,3,1,1,3,INGENIERIA EN COMPUTACION E INFORMATICA,7,A
30,159.068.167,5,12,[3 3 0 ] [2 2 2 1 ],7,14.107.189,5,14,[2 3 3 3 3 ] [1 1 1 1 2 ],10,1.863.536.664,1,4,[0 0 3 0 0 0 0 2 3 3 2 2 2 3 1 ] [3 0 0 0 2 2 2 2 0 1 2 ],26,59.631.663,1,7,[2 2 0 0 2 2 ] [3 3 3 3 ],10,136.876.455,4,17,[1 2 2 2 2 2 2 2 ] [],8,184.771.876,3,12,[0 0 2 2 2 2 2 2 2 2 2 ] [1 1 2 2 2 2 2 1 1 ],20,1,1,0,1,1,0,1,1,0,1,1,0,81,8.677.737.174,66,2.158.474.421,8,5,4,2,2,INGENIERIA EN COMPUTACION E INFORMATICA,6.8,A
48,508.152.533,1,1,[3 3 3 ] [2 2 1 1 ],7,1.060.724.267,2,4,[2 3 3 3 3 3 ] [1 1 1 1 ],10,2.605.790.533,1,20,[3 0 0 0 0 0 2 1 1 1 1 1 1 1 3 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 0 0 0 0 0 0 2 2 2 2 1 1 3 ] [3 0 0 1 0 ],48,4.970.014,1,3,[2 2 2 2 2 2 2 0 0 2 ] [],10,4.205.682,1,2,[1 1 1 2 2 2 2 2 ] [1 1 3 3 ],12,426.519.533,1,4,[2 2 0 0 2 2 0 0 0 0 ] [],10,1,1,0,1,0,1,1,1,0,1,1,1,97,5.518.756.466,34,1.912.549.938,10,6,5,3,3,INGENIERIA CIVIL INFORMATICA,6.8,A
