rut,t1,r1,p1,s1,l1,t2,r2,p2,s2,l2,t3,r3,p3,s3,l3,t4,r4,p4,s4,l4,t5,r5,p5,s5,l5,t6,r6,p6,s6,l6,op1,op2,op3,op4,op5,op6,sv1,sv2,sv3,sv4,sv5,sv6,lt,tt,pt,game_score,score,score_a,score_p,score_d,score_s,programa,sol1,estado
55,3.075.348.354,10,10,[3 3 3 0 ] [3 2 2 1 ],8,121.706.806,3,12,[2 3 3 3 3 3 0 ] [1 1 1 ],10,138.412.316,3,35,[0 3 0 0 0 0 2 3 1 3 3 3 3 1 1 1 2 ] [],17,26.875.545,1,9,[2 2 2 2 2 2 2 0 0 2 ] [],10,38.462.661,2,11,[1 2 2 2 2 2 2 2 ] [],8,4.133.033,1,10,[2 2 3 3 0 0 2 2 2 2 0 0 0 0 ] [],14,0,1,0,1,1,0,1,1,0,1,1,1,67,6.743.224.934,87,1.877.419.633,12,8,5,4,4,INGENIERIA EN COMPUTACION E INFORMATICA,7,A
78,6.158.943.003,1,11,[3 3 3 0 ] [1 1 2 0 2 ],9,45.664.233,1,3,[2 3 3 3 3 3 0 0 0 0 ] [],10,781.606.063,1,9,[3 3 3 3 3 3 3 3 0 0 0 0 0 0 2 2 2 2 ] [3 0 0 2 0 0 ],24,179.742.227,4,18,[2 2 2 2 0 0 0 0 1 1 2 2 2 ] [3 ],14,4.297.372,1,3,[1 2 2 1 1 2 2 2 2 2 ] [1 1 ],12,480.986.064,1,2,[2 2 0 0 2 2 ] [1 1 1 1 1 1 ],12,0,1,0,0,0,0,1,1,0,1,1,1,81,4.562.288.227,46,1.638.847.652,9,5,4,3,3,INGENIERIA EN COMPUTACION E INFORMATICA,6.9,A
86,1.215.915.513,3,2,[3 3 3 1 ] [1 1 1 2 2 ],9,830.502.267,2,4,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.051.155.497,1,3,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,393.878.016,1,1,[2 2 2 2 2 2 2 ] [3 1 1 ],10,939.668.983,3,5,[1 2 2 2 2 2 2 ] [3 ],8,53.475.393,1,3,[2 2 0 0 0 2 2 0 2 2 ] [1 1 ],12,0,1,1,1,1,0,1,1,1,1,1,1,65,4.965.874.206,18,1.251.276.719,9,6,4,3,3,INGENIERIA CIVIL INFORMATICA,6.8,A
129,59.046.768,1,2,[3 3 3 0 0 ] [2 2 2 3 ],9,1.297.371.133,3,9,[2 3 3 3 3 3 ] [1 1 1 1 ],10,951.715.513,1,3,[0 3 0 0 0 0 2 3 1 3 3 0 3 3 ] [3 0 0 0 ],18,516.315.483,1,3,[2 2 0 0 2 2 2 2 2 2 ] [],10,1.033.921.693,1,4,[1 2 2 2 2 2 2 2 2 3 ] [3 3 3 3 2 2 2 2 ],18,1.017.566.733,2,4,[2 2 0 0 2 2 0 0 ] [1 1 ],10,0,1,0,1,0,1,1,1,0,1,0,1,75,5.407.358.235,25,1.496.105.662,10,6,5,3,2,INGENIERIA CIVIL INDUSTRIAL,6.2,A
146,128.478,3,13,[3 3 3 0 ] [2 2 1 ],7,44.096,1,9,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.812.243.334,4,29,[0 3 0 0 0 0 2 3 1 3 3 3 ] [3 0 0 0 2 ],17,32.497,1,2,[2 2 2 2 2 2 2 0 0 2 ] [],10,137.444,6,13,[1 2 2 2 2 2 2 2 ] [],8,354.943.333,1,8,[2 2 0 0 0 0 2 2 0 0 ] [],10,1,1,0,1,1,1,1,1,0,1,1,1,62,5.592.336.667,74,1.607.050.054,10,7,4,4,3,INGENIERIA CIVIL INFORMATICA,6.6,A
174,3.806.740.633,1,3,[3 3 0 0 0 0 ] [2 2 2 ],9,396.499.377,1,5,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.294.626.986,2,14,[3 0 0 0 0 0 2 3 1 0 1 3 3 ] [3 0 0 2 2 ],18,324.530.677,1,2,[2 2 2 2 0 0 2 2 2 2 ] [],10,600.748.003,2,7,[1 2 2 2 3 2 2 2 2 2 ] [],10,46.713.688,1,5,[2 2 3 3 0 0 2 2 2 2 0 ] [1 1 1 ],14,0,1,0,1,0,0,1,1,0,1,1,1,71,3.464.215.986,36,1.312.285.636,7,6,2,3,3,INGENIERIA CIVIL INDUSTRIAL,6.4,A
175,3.090.269.334,1,2,[3 3 3 0 3 0 3 ] [],7,1.012.170.666,3,8,[2 2 3 3 3 3 3 3 ] [1 1 1 1 ],12,904.809.134,1,3,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,8.374.656,1,2,[2 2 0 0 2 2 1 ] [1 1 3 3 3 3 0 ],14,1.021.405.066,2,4,[1 2 2 2 2 2 ] [3 3 ],8,723.638.067,1,4,[2 2 0 0 0 ] [1 1 1 1 3 3 0 ],12,1,0,1,0,1,0,1,1,1,1,1,1,69,4.808.515.467,23,1.330.466.994,5,2,3,1,2,INGENIERIA INDUSTRIAL,5.7,A
215,102.929.959,4,33,[0 0 3 3 3 1 3 3 0 ] [0 ],10,146.994.297,4,124,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.288.116.864,4,48,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,32.315.455,1,9,[2 2 0 0 2 2 ] [3 3 3 3 ],10,2.638.231,1,6,[1 2 2 2 ] [3 3 3 3 ],8,30.782.106,1,9,[2 2 0 0 2 2 0 ] [1 1 1 ],10,0,1,1,1,1,1,1,1,1,1,1,1,64,4.682.158.134,229,2.500.837.732,6,4,2,3,3,INGENIERIA CIVIL INDUSTRIAL,7,A
240,4.549.208.534,1,6,[3 3 3 0 ] [2 2 1 ],7,1.092.506.736,2,27,[2 3 3 3 3 3 ] [1 1 1 1 ],10,785.557.457,1,15,[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,785.057.273,2,21,[2 2 0 0 2 2 1 0 1 ] [3 1 1 1 3 3 3 0 ],17,318.126.504,1,4,[1 2 2 2 2 2 ] [3 3 ],8,236.050.613,1,3,[2 2 0 0 2 2 ] [1 1 1 1 ],10,1,1,1,0,1,1,1,1,1,0,1,1,68,3.672.219.437,76,1.529.646.374,11,7,5,4,3,INGENIERIA CIVIL INDUSTRIAL,6.2,A
349,6.782.228.333,3,4,[3 3 0 0 ] [2 2 2 ],7,478.610.003,1,7,[2 3 3 3 3 3 ] [1 1 1 1 1 0 ],12,889.393.884,2,5,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,334.800.616,1,2,[2 2 0 0 2 2 ] [3 3 3 3 ],10,267.133.937,1,3,[1 2 2 ] [3 3 3 3 3 ],8,67.924.861,2,4,[2 2 3 3 0 0 0 ] [3 3 1 1 3 3 1 ],14,1,0,1,1,1,0,1,1,1,1,1,1,67,3.327.409.883,25,1.167.948.747,5,3,2,2,2,INGENIERIA CIVIL INFORMATICA,6.5,A
360,22.301.747,1,2,[3 3 3 3 3 3 3 ] [1 1 ],9,2.346.848,1,3,[2 3 3 3 3 3 ] [1 1 1 1 ],10,52.404.083,2,9,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,23.301.816,1,2,[2 2 2 2 2 2 2 ] [3 1 1 ],10,26.218.693,1,5,[1 2 2 2 2 2 ] [3 3 ],8,30.302.351,2,7,[2 2 0 0 2 2 0 ] [1 1 1 ],10,0,1,1,1,1,1,1,1,1,1,1,1,63,17.799.717,28,9.732.895.554,10,7,5,3,2,INGENIERIA CIVIL INFORMATICA,6.6,A
428,7.352.278.497,3,194,[3 1 3 3 0 3 1 2 3 3 1 2 2 2 2 2 1 1 3 0 0 2 0 0 0 0 3 1 1 3 2 1 3 3 3 ] [2 2 2 3 1 3 1 3 2 ],44,82.219.696,1,21,[2 2 3 3 3 3 3 3 0 0 2 2 0 0 ] [1 1 1 0 2 2 2 0 3 0 0 ],25,104.697.793,1,18,[3 3 3 0 0 2 0 2 0 0 0 0 2 3 1 3 3 3 3 1 1 ] [3 ],22,45.592.144,1,7,[2 2 2 2 0 0 0 1 2 2 2 2 ] [],12,40.223.542,1,5,[1 2 2 2 2 2 2 2 ] [],8,50.408.853,1,9,[2 2 3 3 0 0 2 2 2 2 0 0 0 0 ] [],14,0,0,0,0,1,0,0,0,0,1,1,1,125,1.058.369.878,254,4.195.411.902,8,5,4,2,3,INGENIERIA CIVIL INDUSTRIAL,7,A
17,21.556.075,11,35,[3 3 0 0 0 ] [2 2 2 ],8,49.549.121,1,2,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.993.655.063,1,8,[3 0 0 0 0 0 2 3 2 3 0 0 0 0 1 ] [3 0 0 2 2 2 2 ],22,140.041.638,2,8,[2 2 2 2 0 0 ] [1 1 3 3 2 0 0 3 3 3 ],16,164.057.281,2,8,[1 2 2 2 2 3 3 2 2 2 ] [3 3 ],12,108.857.049,2,4,[2 2 0 0 2 2 0 ] [1 1 1 ],10,0,1,0,0,0,1,1,1,0,0,1,1,78,8.774.313.453,65,2.113.862.999,11,7,5,4,3,INGENIERIA CIVIL INFORMATICA,6.8,A
24,27.155.248,1,3,[3 3 3 0 3 0 3 ] [],7,112.265.106,3,17,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.505.813.286,1,7,[0 3 0 0 0 0 2 3 1 3 3 0 3 0 ] [3 0 0 0 2 0 0 0 1 ],23,898.655.024,1,2,[2 2 2 2 2 2 2 3 ] [3 1 1 3 ],12,117.431.759,1,3,[1 1 2 2 1 1 2 0 0 2 2 1 1 3 ] [1 1 3 3 3 3 3 ],21,75.165.521,1,10,[2 2 0 0 0 0 2 0 0 2 0 0 ] [],12,1,1,0,0,0,0,1,1,0,1,0,1,85,572.464.465,42,179.022.481,4,4,1,1,1,INGENIERIA EN COMPUTACION E INFORMATICA,6.8,A
35,5.139.773.737,1,7,[3 3 3 3 0 0 3 ] [],7,52.747.331,1,10,[2 3 3 3 3 ] [1 1 1 1 2 ],10,1.509.930.653,2,23,[3 3 0 2 0 0 0 0 2 3 1 3 3 ] [3 0 0 2 2 ],18,113.931.787,1,15,[1 1 1 2 2 2 2 0 0 2 2 2 2 1 1 3 3 ] [1 1 3 3 ],21,4.641.435,1,5,[1 2 2 1 1 ] [1 1 3 3 3 3 3 ],12,41.747.693,1,5,[2 2 0 0 2 2 ] [1 1 1 1 ],10,1,1,0,0,0,1,1,1,0,0,1,1,78,4.572.319.637,65,1.708.432.803,10,7,4,4,3,INGENIERIA CIVIL INDUSTRIAL,7,A
49,2.541.542.534,3,47,[3 3 2 0 3 1 1 2 1 3 0 1 ] [2 2 2 2 1 1 1 1 1 0 ],22,5.249.542,1,13,[2 3 3 3 3 3 0 0 0 0 ] [],10,1.577.423.333,2,22,[3 0 0 0 0 2 2 0 2 2 3 1 3 3 3 3 1 1 1 2 ] [],20,7.090.864,2,5,[2 2 2 2 0 0 2 2 2 2 ] [],10,3.843.494,1,2,[1 2 2 2 2 2 2 2 ] [],8,7.966.582,1,4,[2 2 0 0 2 2 0 3 3 1 1 0 0 2 2 0 0 0 0 3 3 ] [],21,0,1,0,1,1,0,0,1,0,1,1,0,91,6.534.014.067,93,2.276.416.019,5,2,3,1,2,INGENIERIA CIVIL INDUSTRIAL,6.6,A
68,3.968.725.333,1,7,[0 3 ] [2 2 2 2 1 ],7,3.929.751.997,1,9,[2 3 3 3 3 3 ] [1 1 1 1 ],10,964.648.667,1,14,[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,4.431.054,1,8,[2 2 0 0 2 2 ] [3 3 3 3 ],10,3.463.564,1,4,[1 2 2 2 ] [3 3 3 3 ],8,473.944.333,1,5,[2 2 0 0 2 2 ] [1 1 1 1 ],10,1,1,1,1,1,1,1,1,1,1,1,1,61,3.017.902.533,47,1.177.282.909,10,6,5,3,3,INGENIERIA EN COMPUTACION E INFORMATICA,6.4,A
77,3.884.089.067,1,1,[3 3 3 3 0 0 3 ] [],7,184.897.017,3,5,[2 0 3 3 3 3 3 0 ] [1 1 1 ],11,1.955.319.393,3,5,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,66.910.622,1,3,[2 2 0 2 0 2 2 ] [3 3 3 3 ],11,264.880.697,1,2,[1 2 2 ] [3 3 3 3 3 ],8,391.731.853,1,2,[2 2 0 0 2 2 ] [1 1 1 1 ],10,1,0,1,0,1,1,1,1,1,1,1,1,63,551.841.724,18,1.272.720.769,8,6,4,2,2,INGENIERIA CIVIL INFORMATICA,6.3,A
116,1.826.749.627,5,29,[3 3 3 3 0 0 ] [2 ],7,69.280.245,1,14,[2 3 3 3 3 3 0 0 ] [1 3 1 2 ],12,804.129.763,1,12,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,50.731.057,1,5,[2 2 2 2 0 0 ] [3 3 3 3 ],10,4.818.113,1,5,[1 2 2 2 2 2 2 2 ] [],8,44.148.156,1,4,[2 2 0 0 2 2 0 ] [1 1 1 ],10,1,0,1,1,1,1,1,1,1,1,1,1,63,475.428.527,69,151.148.787,4,3,2,1,0,INGENIERIA CIVIL INDUSTRIAL,6.6,A
321,43.607.326,1,1,[3 3 3 3 3 0 0 ] [2 ],8,9.087.783.203,1,9,[2 3 3 3 0 0 2 2 2 3 3 3 3 3 0 0 ] [1 1 ],18,578.267.263,1,5,[3 0 0 0 0 0 2 3 1 3 3 3 ] [3 0 0 2 ],16,37.063.719,1,1,[2 2 2 2 2 2 2 ] [3 1 1 ],10,32.385.019,1,2,[1 2 2 2 2 2 2 2 ] [],8,43.707.156,1,3,[0 0 0 0 2 2 0 0 2 ] [0 3 ],11,0,0,1,1,1,0,1,0,1,1,1,1,71,3.054.677.783,21,1.180.861.108,5,2,3,2,1,INGENIERIA EN COMPUTACION E INFORMATICA,5.7,R
343,6.347.804,1,3,[3 0 3 0 ] [2 2 2 ],7,506.516.267,1,2,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.148.736.333,1,2,[3 3 3 3 3 3 3 3 0 0 0 0 0 0 ] [3 0 0 2 0 0 3 3 3 3 ],24,843.277.067,1,6,[2 2 0 0 2 2 ] [1 1 3 3 3 3 0 0 ],14,697.563.666,1,3,[1 1 1 2 2 2 2 2 2 2 ] [1 1 ],12,561.575.534,1,12,[2 2 0 0 2 2 0 0 ] [1 1 3 2 ],12,1,1,0,0,0,0,1,1,0,1,1,1,79,4.392.449.267,28,1.480.300.349,11,7,5,4,3,INGENIERIA EN COMPUTACION E INFORMATICA,4.4,R
96,1.954.671.933,8,11,[3 3 0 0 ] [2 2 2 1 ],8,1.294.596.467,3,5,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.191.642.733,1,8,[3 3 3 3 3 3 3 3 0 0 0 0 0 0 2 2 2 2 1 1 1 3 1 1 ] [3 ],25,1.471.667.467,2,16,[2 2 0 0 2 2 3 3 3 3 1 1 ] [1 1 3 3 3 2 2 2 2 3 3 3 3 3 3 ],27,668.381.933,1,2,[2 2 1 2 1 1 2 ] [1 1 1 3 3 3 3 3 0 0 ],17,8.553.962,2,6,[2 2 0 0 0 0 2 2 ] [1 1 ],10,0,1,0,0,0,1,1,1,0,0,0,1,97,7.436.356.733,48,2.183.352.785,8,5,4,2,2,INGENIERIA INDUSTRIAL,5.4,R
99,7.656.816.797,1,20,[1 3 3 3 0 0 3 0 3 ] [1 2 0 3 ],13,36.637.978,1,10,[2 3 3 3 3 ] [1 1 1 1 2 ],10,70.004.616,1,35,[3 0 0 0 0 0 0 2 3 1 1 1 1 1 3 3 3 3 3 3 3 3 0 0 0 0 0 0 0 2 2 2 2 1 1 3 1 1 2 ] [],39,27.518.431,1,11,[1 1 3 2 0 2 2 3 0 0 2 2 2 2 2 2 ] [],16,2.185.083,1,12,[1 0 3 2 1 2 2 1 1 2 2 2 2 2 0 0 ] [],16,31.220.446,1,12,[2 2 3 0 1 3 3 0 0 3 2 2 2 2 0 0 0 0 ] [],18,0,1,0,0,0,0,1,1,0,0,0,0,112,263.800.469,100,2.278.016.014,5,3,1,2,2,INGENIERIA CIVIL INFORMATICA,6.1,R
232,7.610.832.733,1,12,[3 3 3 0 0 3 3 ] [],7,352.903.213,1,7,[2 3 3 3 3 3 ] [1 1 1 1 ],10,180.716.931,4,49,[1 0 3 2 3 0 0 0 0 1 2 0 2 3 1 3 3 3 3 1 1 2 ] [],22,308.083.174,1,10,[1 0 3 2 1 2 2 0 0 0 0 2 2 2 2 2 2 ] [],17,246.767.423,1,5,[1 0 3 2 1 2 2 2 2 2 2 2 ] [],12,306.750.047,1,8,[2 3 0 1 2 2 3 3 0 0 2 2 2 2 0 0 0 0 ] [],18,1,1,0,0,0,0,1,1,0,0,1,0,86,378.275.644,91,1.919.035.269,6,4,2,2,3,INGENIERIA EN COMPUTACION E INFORMATICA,4.4,R
127,5.995.077.667,2,8,[3 3 3 3 3 3 0 3 0 ] [],9,607.516.417,2,11,[2 3 3 3 3 3 0 ] [1 1 1 ],10,2.855.057.393,3,42,[0 3 0 0 0 0 2 2 3 3 3 2 1 3 3 3 ] [3 3 0 0 0 2 3 2 0 0 0 1 1 ],29,1.344.392.234,1,5,[0 1 2 2 0 0 ] [1 1 3 3 3 3 0 0 0 3 1 3 3 ],19,470.988.207,1,4,[1 1 1 1 1 1 2 2 2 2 2 2 2 2 0 0 ] [],16,354.489.297,1,3,[0 0 0 0 2 2 0 0 2 2 ] [],10,0,1,0,0,0,1,1,1,0,0,0,1,93,6.231.951.315,73,2.156.592.737,5,2,3,1,2,INGENIERIA CIVIL INDUSTRIAL,7,A
171,597.263.333,2,9,[3 3 3 3 0 0 3 ] [],7,571.523.334,1,12,[2 2 3 3 3 3 3 3 0 0 0 0 ] [],12,1.073.966.666,1,49,[3 3 0 2 1 3 3 3 3 3 3 3 3 0 0 0 0 0 0 0 0 2 2 2 2 1 1 3 1 1 ] [3 3 0 0 2 2 0 0 3 3 3 3 3 3 1 1 1 1 1 1 2 2 2 2 2 2 2 0 0 0 0 0 2 3 ],64,527.793.334,1,11,[2 3 0 1 2 2 2 2 0 0 2 2 2 2 1 3 ] [2 3 0 1 ],20,303.453.333,1,9,[3 2 0 1 1 2 2 2 2 2 2 2 ] [3 2 0 1 ],16,1.022.026.667,4,34,[3 0 2 1 2 2 3 3 3 3 0 0 2 2 2 2 2 3 3 2 0 0 0 0 ] [3 0 2 1 0 ],29,1,0,0,0,0,0,1,1,0,0,0,0,148,4.096.026.667,124,313.937.691,8,4,4,2,2,BACHILLERATO EN CIENCIAS,7,A
223,1.084.761.596,3,5,[3 3 3 0 3 3 1 2 2 ] [2 2 1 1 ],13,55.833.465,2,8,[2 3 3 3 3 3 0 0 ] [1 1 ],10,647.381.824,1,9,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,4.119.859,1,2,[2 2 2 2 2 2 2 ] [1 3 1 ],10,57.754.676,2,6,[1 2 2 1 1 2 2 ] [1 1 3 3 3 ],12,835.495.673,1,6,[0 0 0 0 0 0 1 0 1 0 ] [1 1 3 3 3 3 1 0 0 ],19,0,1,1,1,0,0,1,1,1,1,1,0,80,4.115.506.403,36,1.518.532.297,10,6,5,4,3,INGENIERIA EN COMPUTACION E INFORMATICA,6.8,A
246,951.837.897,1,1,[3 3 3 ] [2 2 1 1 ],7,383.572.221,10,14,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.749.849.423,1,4,[0 3 0 0 0 0 0 2 3 3 1 3 3 3 3 2 ] [3 0 0 2 ],20,923.974.063,1,2,[2 2 2 2 2 2 ] [1 1 3 3 ],10,99.138.469,1,2,[1 1 1 1 2 2 2 1 2 ] [1 1 2 3 3 3 3 ],16,1.675.943.977,3,5,[2 2 0 0 0 0 ] [1 1 3 3 ],10,1,1,0,1,0,1,1,1,0,1,0,1,73,1.012.871.226,28,1.938.160.287,9,6,4,3,3,INGENIERIA CIVIL INFORMATICA,6.4,A
248,3.730.993.233,1,11,[3 3 3 3 0 0 3 ] [],7,2.360.456.767,1,10,[2 3 3 3 3 3 0 0 0 0 ] [],10,725.833.393,1,16,[3 0 0 0 0 0 2 2 3 1 3 3 3 3 1 1 2 ] [],17,21.000.433,1,12,[2 2 2 2 2 2 2 2 0 0 2 ] [],11,20.633.131,1,8,[1 2 2 2 2 2 2 2 ] [],8,400.977.564,1,15,[2 2 3 3 0 0 0 2 2 1 2 2 2 2 0 0 0 0 ] [],18,1,1,0,0,1,0,1,1,0,1,1,0,71,2.152.291.597,72,1.406.288.724,8,5,4,3,3,INGENIERIA CIVIL INFORMATICA,6.8,A
268,6.057.926,1,5,[3 3 3 3 ] [1 1 2 ],7,132.289.184,3,23,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.051.474.874,1,6,[0 3 0 0 0 0 2 3 0 0 0 1 3 3 3 ] [3 0 0 2 ],19,74.508.127,1,4,[2 2 0 0 2 2 2 2 ] [3 3 ],10,74.257.849,1,1,[1 2 2 1 1 ] [1 1 3 3 3 3 3 ],12,103.914.404,19,5,[2 2 2 3 0 0 2 2 0 0 ] [1 1 ],12,1,1,0,1,0,0,1,1,0,1,1,1,70,5.506.963.114,44,1.542.465.154,10,6,5,3,3,INGENIERIA EN COMPUTACION E INFORMATICA,6.4,A
310,6.346.894,1,7,[0 3 3 ] [1 2 2 3 2 2 ],9,4.349.666.003,1,11,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.105.736.933,2,19,[3 0 0 0 0 0 2 3 1 3 3 3 ] [3 0 0 2 ],16,798.413.067,1,17,[1 1 3 3 3 3 2 2 0 0 2 2 ] [1 1 3 3 3 3 0 0 ],20,378.097.534,1,4,[1 2 2 2 2 2 2 2 ] [],8,476.935.667,1,5,[2 2 0 1 0 0 2 2 0 0 0 0 ] [],12,0,1,1,0,1,0,1,1,1,0,1,1,75,3.828.839.201,63,1.576.641.001,7,4,3,2,1,INGENIERIA CIVIL INDUSTRIAL,7,A
346,443.506.364,1,2,[2 ] [2 2 2 2 2 2 1 1 2 ],10,614.614.633,2,14,[2 3 3 3 3 3 ] [1 1 1 1 ],10,824.542.413,1,12,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,235.917.107,1,2,[2 2 0 0 2 2 ] [3 3 3 3 ],10,205.427.737,1,4,[1 2 2 ] [3 3 3 3 3 ],8,512.312.186,1,8,[2 2 0 0 0 1 ] [1 0 1 1 1 1 3 3 ],14,0,1,1,1,1,0,1,1,1,1,1,1,68,283.632.044,42,1.240.664.813,6,3,4,1,2,INGENIERIA CIVIL INFORMATICA,7,A
431,4.439.997.437,1,3,[3 3 3 ] [2 2 1 1 ],7,64.385.536,1,3,[2 3 3 3 3 3 ] [1 1 1 1 ],10,2.479.585.986,2,14,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,86.219.693,1,3,[2 2 0 0 2 2 ] [3 3 3 3 ],10,5.046.848,1,3,[1 2 2 2 ] [3 3 3 3 ],8,1.289.878.564,1,2,[0 0 0 0 2 2 2 2 0 0 ] [],10,1,1,1,1,1,1,1,1,1,1,1,1,61,6.224.201.384,28,1.370.223.753,7,5,3,2,3,INGENIERIA CIVIL INDUSTRIAL,6,A
456,2.785.067.334,1,1,[0 0 3 3 3 1 ] [1 2 2 ],9,1.013.357.933,2,5,[2 3 3 3 3 3 3 2 ] [1 1 1 1 ],12,726.191.267,1,6,[3 0 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],17,746.693.666,2,6,[2 2 0 0 2 2 ] [3 3 3 3 ],10,400.176.334,1,3,[1 2 2 1 1 ] [1 1 3 3 3 3 3 ],12,462.178,1,3,[2 2 0 0 ] [1 1 1 1 3 3 ],10,0,0,0,1,0,1,1,1,0,1,1,1,70,3.627.103.934,24,1.238.539.701,11,7,5,3,3,INGENIERIA CIVIL INFORMATICA,6.8,A
464,5.354.754.067,3,9,[3 0 0 ] [2 2 2 2 ],7,30.581.918,1,4,[2 3 3 3 3 3 ] [1 1 1 1 ],10,3.358.015.237,10,29,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,50.297.729,1,4,[2 2 2 2 2 2 2 ] [3 1 1 ],10,4.661.455,1,2,[1 2 2 ] [3 3 3 3 3 ],8,687.636.293,2,8,[2 2 0 0 2 2 ] [1 1 1 1 ],10,1,1,1,1,1,1,1,1,1,1,1,1,61,5.856.068.907,56,150.627.004,6,3,3,2,3,INGENIERIA CIVIL INFORMATICA,6.8,A
33,3.985.278.434,1,2,[3 3 0 3 3 ] [1 2 ],7,4.373.617.533,1,3,[2 3 3 3 3 ] [1 1 1 1 2 ],10,1.256.755.443,1,10,[3 0 0 0 0 0 2 0 1 3 1 3 3 3 0 0 0 ] [3 0 0 2 0 0 0 1 0 ],26,918.229.254,1,7,[2 2 0 0 2 1 1 2 1 ] [3 1 1 1 3 3 3 0 ],17,52.703.513,1,4,[1 1 3 3 3 3 3 0 2 2 1 1 1 ] [1 1 3 3 3 3 3 ],20,53.420.687,2,6,[2 2 0 0 2 2 0 ] [1 1 1 ],10,1,1,0,0,0,1,1,1,0,0,0,1,90,4.072.116.294,32,1.649.177.285,4,3,2,0,1,INGENIERIA CIVIL INDUSTRIAL,6.8,A
37,1.307.442.444,1,6,[1 3 3 3 3 3 3 0 0 0 0 0 ] [2 ],13,60.809.259,1,10,[1 2 3 3 3 3 ] [1 1 1 1 2 ],11,2.719.986.143,4,32,[3 0 0 0 0 0 3 2 2 0 3 ] [3 0 0 2 2 2 2 0 0 ],20,577.896.583,1,12,[2 2 0 0 2 2 1 ] [1 1 3 3 3 3 0 ],14,43.375.656,1,12,[1 2 2 1 1 ] [1 1 3 3 3 3 3 ],12,94.508.802,4,18,[2 2 0 0 0 0 3 ] [1 1 3 3 3 ],12,0,0,0,0,0,0,1,1,0,1,1,1,82,659.226.234,90,2.120.247.306,10,6,5,3,2,INGENIERIA CIVIL INFORMATICA,7,A
72,372.109.666,1,2,[3 3 2 0 ] [2 2 2 2 1 ],9,609.563.867,2,5,[2 3 3 3 3 3 0 0 ] [1 1 ],10,59.886.902,1,7,[3 0 0 0 0 0 2 3 1 3 3 ] [0 3 0 0 2 2 ],17,79.120.607,3,5,[2 2 1 0 ] [1 1 3 3 3 3 3 3 ],12,8.946.902,5,8,[1 2 2 2 2 2 2 ] [3 ],8,5.504.064,1,4,[2 2 0 0 2 2 0 0 ] [2 2 1 1 3 3 ],14,0,1,0,0,1,0,1,1,0,1,1,1,70,9.206.666.403,31,1.819.776.284,8,5,4,3,3,INGENIERIA CIVIL INFORMATICA,6.6,A
82,7.824.862.397,4,4,[3 3 3 0 ] [2 2 1 ],7,81.262.353,2,6,[2 3 3 3 3 3 ] [1 1 1 1 ],10,186.954.701,2,11,[3 0 0 0 0 0 2 3 1 3 3 3 ] [3 0 0 0 2 ],17,50.472.662,1,2,[2 2 0 0 2 2 2 2 2 2 ] [],10,64.094.112,1,11,[1 2 2 2 2 2 2 2 ] [],8,76.782.903,2,7,[2 2 0 0 2 2 0 0 0 0 ] [],10,1,1,0,1,1,1,1,1,0,1,1,1,62,537.815.355,41,1.384.182.216,9,5,5,2,3,INGENIERIA CIVIL INFORMATICA,6.8,A
